ACCOUNT_ID,DEFAULT_FLAG,COLLATERAL_TYPE,SENIORITY,SECTOR,REGION,ECONOMIC_SEGMENT,EXPOSURE_AT_DEFAULT,COLLATERAL_VALUE,DAYS_PAST_DUE,INTEREST_RATE,RECOVERY_TIME_MONTHS,GUARANTEE_FLAG,LTV_RATIO,LGD_OBS,RECOVERY_RATE,LGD_MODEL_PRED
A0878,0,Vehicle,Senior,Corporate,East,Prime,829334.0,201393.0,485,4.29,33,1,3.0,0.388,0.612,0.388
A0879,0,Mortgage,Senior,SME,North,Subprime,968186.0,294405.0,516,17.05,26,0,3.0,0.627,0.373,0.651
A0880,0,Vehicle,Senior,Retail,South,Prime,890938.0,44611.0,445,8.67,28,1,3.0,0.338,0.662,0.305
A0881,0,Corporate,Senior,SME,South,Prime,604529.0,215492.0,708,11.65,19,0,2.81,0.548,0.452,0.506
A0882,0,None,Subordinated,Corporate,South,Near-Prime,534752.0,87393.0,179,14.88,5,0,3.0,0.939,0.061,0.964
A0883,0,Corporate,Senior,Public,South,Prime,37563.0,493550.0,341,7.86,33,0,0.08,0.358,0.642,0.329
A0884,0,Corporate,Senior,Retail,North,Prime,254190.0,280575.0,132,13.74,20,0,0.91,0.348,0.652,0.34
A0885,1,Mortgage,Senior,Corporate,West,Near-Prime,465019.0,343718.0,442,5.03,30,0,1.35,0.266,0.734,0.278
A0886,0,Vehicle,Subordinated,Corporate,West,Near-Prime,632219.0,162709.0,252,7.37,8,1,3.0,0.59,0.41,0.589
A0887,0,Mortgage,Senior,Corporate,North,Prime,561679.0,47369.0,264,5.17,17,0,3.0,0.549,0.451,0.548
A0888,0,Mortgage,Senior,SME,North,Subprime,745210.0,487935.0,92,15.17,1,0,1.53,0.699,0.301,0.7
A0889,0,Corporate,Subordinated,SME,East,Near-Prime,286969.0,143130.0,661,6.34,3,0,2.0,0.758,0.242,0.808
A0890,0,None,Subordinated,SME,East,Subprime,569303.0,211904.0,410,13.76,26,0,2.69,1.0,0.0,1.0
A0891,1,Mortgage,Senior,Corporate,East,Prime,97261.0,324932.0,137,17.15,31,1,0.3,0.178,0.822,0.164
A0892,1,Vehicle,Senior,SME,South,Near-Prime,419529.0,12349.0,207,10.92,8,1,3.0,0.343,0.657,0.364
A0893,1,Corporate,Subordinated,SME,East,Subprime,752659.0,405130.0,636,11.1,8,1,1.86,0.612,0.388,0.622
A0894,0,Mortgage,Senior,SME,West,Near-Prime,696467.0,268289.0,572,9.92,35,0,2.6,0.601,0.399,0.601
A0895,0,Vehicle,Senior,Corporate,South,Near-Prime,990736.0,139109.0,306,7.89,28,0,3.0,0.587,0.413,0.569
A0896,0,Corporate,Subordinated,Corporate,East,Prime,285112.0,30804.0,265,10.13,4,1,3.0,0.611,0.389,0.62
A0897,0,Corporate,Senior,Retail,South,Prime,503207.0,81249.0,645,12.04,16,1,3.0,0.352,0.648,0.346
A0898,1,Mortgage,Senior,Corporate,West,Prime,336235.0,447517.0,317,17.79,13,0,0.75,0.261,0.739,0.253
A0899,0,Mortgage,Senior,SME,East,Prime,446197.0,343012.0,112,17.07,20,0,1.3,0.389,0.611,0.374
A0900,0,Corporate,Senior,Corporate,West,Subprime,858381.0,124951.0,377,15.93,5,1,3.0,0.524,0.476,0.544
A0901,0,Vehicle,Senior,SME,West,Prime,687367.0,32800.0,453,16.34,20,1,3.0,0.294,0.706,0.279
A0902,0,Mortgage,Subordinated,Retail,West,Subprime,883617.0,345308.0,190,10.02,24,0,2.56,0.967,0.033,0.952
A0903,0,Corporate,Senior,Corporate,East,Subprime,211476.0,286204.0,439,12.86,34,1,0.74,0.307,0.693,0.323
A0904,0,Mortgage,Senior,Retail,North,Prime,874628.0,202260.0,186,16.43,34,0,3.0,0.493,0.507,0.49
A0905,0,Corporate,Senior,Corporate,East,Prime,69165.0,181806.0,366,8.89,19,0,0.38,0.33,0.67,0.328
A0906,1,Mortgage,Senior,SME,West,Subprime,889713.0,108407.0,88,17.43,17,0,3.0,0.58,0.42,0.601
A0907,1,None,Subordinated,SME,East,Subprime,335783.0,334806.0,186,9.24,5,0,1.0,0.847,0.153,0.873
A0908,0,Mortgage,Senior,Retail,West,Prime,321442.0,485334.0,131,12.02,25,0,0.66,0.372,0.628,0.329
A0909,0,Mortgage,Senior,SME,North,Prime,516968.0,87858.0,634,13.65,18,0,3.0,0.484,0.516,0.481
A0910,0,Mortgage,Senior,Retail,South,Near-Prime,941283.0,298558.0,559,17.26,8,0,3.0,0.569,0.431,0.541
A0911,0,Mortgage,Senior,Retail,North,Near-Prime,57304.0,212093.0,375,6.67,27,1,0.27,0.182,0.818,0.174
A0912,0,None,Senior,Retail,North,Prime,358709.0,223344.0,690,14.19,15,1,1.61,0.533,0.467,0.533
A0913,0,None,Senior,Retail,South,Near-Prime,858006.0,127074.0,691,10.81,13,0,3.0,0.723,0.277,0.716
A0914,0,Mortgage,Subordinated,Public,East,Prime,402094.0,412567.0,98,7.03,16,0,0.97,0.539,0.461,0.518
A0915,0,Vehicle,Senior,Public,South,Prime,207165.0,242628.0,33,14.65,22,1,0.85,0.144,0.856,0.122
A0916,0,Corporate,Senior,Retail,East,Prime,430546.0,271703.0,581,11.28,20,0,1.58,0.568,0.432,0.583
A0917,0,None,Senior,Corporate,East,Prime,391697.0,152380.0,170,12.91,13,1,2.57,0.573,0.427,0.604
A0918,1,Vehicle,Subordinated,Retail,West,Prime,916262.0,90904.0,365,7.84,20,1,3.0,0.6,0.4,0.559
A0919,1,Mortgage,Senior,SME,West,Prime,764315.0,42955.0,58,10.22,2,0,3.0,0.571,0.429,0.564
A0920,0,Vehicle,Senior,Corporate,South,Prime,510064.0,357060.0,180,12.26,35,1,1.43,0.103,0.897,0.118
A0921,1,Corporate,Senior,Corporate,North,Prime,988487.0,98117.0,18,9.07,19,1,3.0,0.292,0.708,0.291
A0922,0,Mortgage,Senior,SME,South,Prime,470625.0,345038.0,225,5.98,6,0,1.36,0.286,0.714,0.264
A0923,1,Corporate,Subordinated,Corporate,East,Subprime,67655.0,195188.0,472,17.42,14,0,0.35,0.679,0.321,0.669
A0924,1,Mortgage,Senior,Retail,West,Prime,269652.0,207887.0,94,10.67,4,0,1.3,0.453,0.547,0.459
A0925,0,Corporate,Senior,Public,South,Prime,441710.0,234589.0,296,14.01,22,0,1.88,0.53,0.47,0.524
A0926,0,Mortgage,Subordinated,Retail,South,Near-Prime,165334.0,183854.0,592,9.17,34,0,0.9,0.618,0.382,0.617
A0927,0,Vehicle,Subordinated,SME,West,Subprime,948089.0,50310.0,174,8.33,27,0,3.0,0.928,0.072,0.928
A0928,0,Vehicle,Subordinated,SME,West,Prime,769180.0,154816.0,221,9.11,7,0,3.0,0.745,0.255,0.735
A0929,0,Corporate,Subordinated,SME,West,Near-Prime,275604.0,331867.0,614,9.14,3,1,0.83,0.378,0.622,0.394
A0930,0,Mortgage,Senior,Retail,East,Near-Prime,594896.0,332892.0,53,11.16,33,0,1.79,0.581,0.419,0.571
A0931,0,Vehicle,Senior,Corporate,West,Near-Prime,724235.0,143112.0,694,11.15,2,0,3.0,0.571,0.429,0.551
A0932,1,Vehicle,Senior,Retail,North,Prime,941866.0,230051.0,402,10.46,16,0,3.0,0.45,0.55,0.495
A0933,1,Vehicle,Senior,SME,South,Near-Prime,882819.0,96724.0,317,5.02,25,0,3.0,0.58,0.42,0.578
A0934,0,Corporate,Senior,Retail,West,Prime,520040.0,105186.0,348,10.44,15,0,3.0,0.522,0.478,0.47
A0935,0,Corporate,Senior,Retail,West,Near-Prime,776906.0,11524.0,442,5.54,24,0,3.0,0.524,0.476,0.549
A0936,0,Corporate,Senior,SME,East,Near-Prime,566523.0,448373.0,579,4.89,15,0,1.26,0.37,0.63,0.395
A0937,0,Mortgage,Subordinated,SME,East,Prime,557177.0,105353.0,539,16.99,31,1,3.0,0.676,0.324,0.685
A0938,1,Corporate,Senior,Retail,South,Subprime,123595.0,113767.0,281,12.07,14,1,1.09,0.24,0.76,0.253
A0939,0,Vehicle,Subordinated,Retail,North,Prime,134876.0,139801.0,359,12.89,14,0,0.96,0.659,0.341,0.702
A0940,0,Mortgage,Senior,SME,South,Subprime,534238.0,63704.0,630,9.03,6,0,3.0,0.578,0.422,0.559
A0941,0,Mortgage,Senior,Corporate,West,Prime,276173.0,319631.0,645,16.63,14,0,0.86,0.357,0.643,0.36
A0942,0,Mortgage,Senior,Corporate,North,Prime,30827.0,37571.0,640,12.57,17,1,0.82,0.123,0.877,0.162
A0943,0,Corporate,Senior,Retail,North,Prime,725611.0,67101.0,7,14.54,18,0,3.0,0.564,0.436,0.608
A0944,1,Corporate,Senior,Retail,North,Subprime,42162.0,322378.0,562,8.53,20,1,0.13,0.235,0.765,0.228
A0945,0,Corporate,Subordinated,Retail,North,Prime,599324.0,169830.0,490,17.4,17,0,3.0,0.733,0.267,0.773
A0946,0,Vehicle,Senior,Retail,South,Prime,543802.0,353974.0,340,15.31,16,0,1.54,0.506,0.494,0.522
A0947,0,Vehicle,Senior,SME,East,Prime,969127.0,278712.0,471,15.81,32,0,3.0,0.468,0.532,0.498
A0948,1,Mortgage,Senior,SME,East,Near-Prime,489371.0,128011.0,686,5.58,9,1,3.0,0.285,0.715,0.3
A0949,1,Mortgage,Senior,Retail,West,Near-Prime,72965.0,325414.0,694,7.06,27,1,0.22,0.174,0.826,0.18
A0950,0,Vehicle,Subordinated,Retail,East,Prime,556171.0,58137.0,703,7.28,33,0,3.0,0.787,0.213,0.831
A0951,0,Mortgage,Subordinated,Retail,East,Prime,842685.0,268205.0,248,7.06,10,0,3.0,0.812,0.188,0.801
A0952,0,Mortgage,Senior,Corporate,East,Prime,996881.0,218574.0,234,15.83,17,0,3.0,0.641,0.359,0.679
A0953,0,Vehicle,Senior,Public,East,Prime,436040.0,133937.0,82,3.48,17,0,3.0,0.535,0.465,0.576
A0954,1,Corporate,Senior,Retail,West,Prime,327096.0,302002.0,92,4.14,18,1,1.08,0.182,0.818,0.209
A0955,0,None,Subordinated,Retail,South,Near-Prime,907587.0,435667.0,393,7.11,23,1,2.08,0.751,0.249,0.75
A0956,0,None,Senior,Corporate,North,Prime,199330.0,499452.0,267,6.0,34,1,0.4,0.438,0.562,0.443
A0957,0,Corporate,Senior,Corporate,East,Prime,619275.0,303881.0,416,6.48,8,1,2.04,0.199,0.801,0.174
A0958,0,Vehicle,Subordinated,SME,South,Prime,411657.0,202353.0,631,14.97,13,0,2.03,0.764,0.236,0.755
A0959,0,Corporate,Senior,Retail,East,Subprime,50672.0,112604.0,582,11.45,23,1,0.45,0.283,0.717,0.295
A0960,1,Corporate,Subordinated,Retail,East,Subprime,353816.0,128548.0,528,3.09,20,1,2.75,0.662,0.338,0.633
A0961,0,Mortgage,Senior,SME,North,Subprime,272576.0,239727.0,252,9.44,22,0,1.14,0.478,0.522,0.472
A0962,0,Vehicle,Senior,Retail,North,Prime,689230.0,183639.0,121,9.12,23,1,3.0,0.347,0.653,0.386
A0963,0,Corporate,Senior,Retail,North,Prime,949303.0,456907.0,9,4.71,35,0,2.08,0.593,0.407,0.59
A0964,0,Mortgage,Subordinated,SME,East,Prime,275367.0,184148.0,315,13.14,3,1,1.5,0.343,0.657,0.364
A0965,0,Vehicle,Subordinated,Retail,East,Prime,813351.0,186722.0,272,13.53,34,0,3.0,0.809,0.191,0.82
A0966,0,Vehicle,Senior,Corporate,East,Near-Prime,64806.0,191767.0,305,13.81,33,0,0.34,0.373,0.627,0.367
A0967,1,Mortgage,Senior,Retail,North,Near-Prime,542740.0,418310.0,209,13.93,17,0,1.3,0.357,0.643,0.354
A0968,0,Mortgage,Senior,Retail,West,Subprime,79845.0,325394.0,463,3.0,19,0,0.25,0.457,0.543,0.46
A0969,0,Mortgage,Subordinated,SME,South,Subprime,934693.0,307084.0,711,17.31,30,0,3.0,0.96,0.04,0.919
A0970,0,Mortgage,Senior,Retail,West,Prime,768688.0,167072.0,716,15.21,23,0,3.0,0.466,0.534,0.485
A0971,0,Mortgage,Senior,Public,East,Near-Prime,661370.0,408952.0,415,16.56,15,0,1.62,0.556,0.444,0.554
A0972,1,Corporate,Senior,SME,East,Prime,825657.0,19182.0,215,3.23,14,0,3.0,0.49,0.51,0.51
A0973,1,Mortgage,Subordinated,Retail,West,Prime,651045.0,435399.0,79,17.01,2,1,1.5,0.438,0.562,0.446
A0974,0,Vehicle,Senior,Corporate,East,Near-Prime,969255.0,256375.0,479,15.15,18,1,3.0,0.308,0.692,0.305
A0975,0,Mortgage,Senior,Retail,South,Prime,716818.0,199125.0,546,15.56,6,0,3.0,0.426,0.574,0.43
A0976,0,None,Senior,Corporate,East,Prime,925412.0,248584.0,17,4.4,32,1,3.0,0.539,0.461,0.543
A0977,0,Mortgage,Subordinated,Retail,South,Prime,521961.0,333708.0,164,14.08,21,0,1.56,0.787,0.213,0.817
A0978,0,Vehicle,Senior,SME,West,Near-Prime,125894.0,6383.0,524,17.4,28,1,3.0,0.368,0.632,0.369
A0979,0,None,Senior,Retail,West,Near-Prime,532896.0,435776.0,201,13.18,27,0,1.22,0.571,0.429,0.577
A0980,0,Corporate,Subordinated,SME,East,Prime,135604.0,223370.0,345,11.56,2,0,0.61,0.619,0.381,0.594
A0981,0,Mortgage,Senior,Corporate,South,Subprime,596569.0,171483.0,365,17.18,33,0,3.0,0.658,0.342,0.657
A0982,1,Corporate,Senior,Corporate,East,Prime,487668.0,69123.0,447,9.64,16,0,3.0,0.548,0.452,0.577
A0983,0,Vehicle,Senior,Retail,North,Prime,626350.0,219733.0,512,11.99,22,1,2.85,0.293,0.707,0.302
A0984,0,Vehicle,Subordinated,Retail,North,Near-Prime,19947.0,248161.0,318,10.15,13,1,0.08,0.389,0.611,0.367
A0985,1,Mortgage,Senior,Corporate,North,Near-Prime,202892.0,201823.0,216,16.99,2,0,1.01,0.449,0.551,0.43
A0986,0,Mortgage,Subordinated,Corporate,North,Subprime,496417.0,339330.0,33,4.14,14,0,1.46,0.681,0.319,0.666
A0987,0,Corporate,Senior,Retail,East,Prime,950999.0,210448.0,265,10.52,28,1,3.0,0.342,0.658,0.362
A0988,0,Vehicle,Senior,SME,North,Near-Prime,389773.0,480709.0,639,13.3,7,1,0.81,0.213,0.787,0.231
A0989,0,Vehicle,Senior,Retail,South,Near-Prime,430128.0,299639.0,79,14.88,18,0,1.44,0.273,0.727,0.204
A0990,1,Corporate,Subordinated,Corporate,West,Subprime,717549.0,403739.0,676,11.75,4,0,1.78,0.931,0.069,0.929
A0991,1,Corporate,Senior,Retail,West,Prime,607755.0,54678.0,412,16.63,30,0,3.0,0.471,0.529,0.474
A0992,0,Mortgage,Subordinated,Retail,North,Near-Prime,305937.0,198646.0,251,17.13,24,0,1.54,0.82,0.18,0.801
A0993,0,Corporate,Senior,Corporate,North,Near-Prime,416708.0,168424.0,11,3.96,20,0,2.47,0.549,0.451,0.541
A0994,0,Mortgage,Senior,Retail,North,Prime,225523.0,284741.0,400,9.04,31,0,0.79,0.381,0.619,0.408
A0995,0,Corporate,Senior,SME,East,Prime,966361.0,430557.0,281,3.35,24,1,2.24,0.299,0.701,0.307
A0996,0,Corporate,Subordinated,SME,West,Prime,139328.0,39169.0,111,7.94,7,0,3.0,0.773,0.227,0.763
A0997,1,None,Senior,Retail,North,Near-Prime,378118.0,36287.0,377,11.05,26,1,3.0,0.533,0.467,0.529
A0998,0,Mortgage,Senior,Retail,South,Subprime,35581.0,425159.0,267,16.66,13,1,0.08,0.225,0.775,0.22
A0999,1,Mortgage,Senior,SME,North,Near-Prime,229562.0,106425.0,297,15.7,8,1,2.16,0.388,0.612,0.394
A1000,0,Mortgage,Subordinated,Retail,West,Near-Prime,782666.0,334377.0,316,4.91,5,0,2.34,0.81,0.19,0.781
